"","P","M","Replicate","m_meanleng","m_sdleng","p_meanleng","p_sdleng","Exposure date","Mortality date","Spore count date","Pasteuria spore count 1","Pasteuria spore count 2","Pasteuria spore count 3","Avg Pasteuria spore load at death (spores/mL)","Metschnikowia spore count 1","Metschnikowia spore count 2","Metschnikowia spore count 3","Avg Metsch spore load at death (spores/mL)","Comments","lifespan.day"
"105",200,500,"F",55.2684220758729,2.23282626409001,0,0,2018-01-23 05:00:00,2018-02-10 05:00:00,2018-11-15 05:00:00,0,"0","0",0,121,"140","143",1346666.66666667,"0",24
"106",200,500,"G",59.0175926955852,2.72110026774511,0,0,2018-01-23 05:00:00,2018-02-10 05:00:00,2018-11-16 05:00:00,0,"0","0",0,94,"122","118",1113333.33333333,"0",24
"107",2000,0,"A",0,0,4.96974493624667,0.379550028073683,2018-01-23 05:00:00,2018-02-14 05:00:00,2018-11-15 05:00:00,197,"194","230",2070000,0,"0","0",0,"0",28
"108",2000,0,"B",0,0,5.73790659076443,0.263671851723851,2018-01-23 05:00:00,2018-02-14 05:00:00,2018-11-16 05:00:00,229,"204","188",2070000,0,"0","0",0,"0",28
"109",2000,0,"F",0,0,5.36233146774663,0.358852456064408,2018-01-23 05:00:00,2018-02-23 05:00:00,2018-12-06 05:00:00,290,"300","289",2930000,0,"0","0",0,"0",36.4375
"110",2000,1000,"A",52.76199189672,3.50729425908277,0,0,2018-01-23 05:00:00,2018-02-02 05:00:00,2018-03-22 00:00:00,0,"0","0",0,39,"35","40",380000,"0",16
"111",2000,1000,"B",58.017945564355,2.9507786229972,0,0,2018-01-23 05:00:00,2018-02-08 05:00:00,2018-04-27 00:00:00,0,"0","0",0,101,"106","110",1056666.66666667,"0",22
"112",2000,1000,"C",56.1140866843812,3.17694423240844,0,0,2018-01-23 05:00:00,2018-02-09 05:00:00,2018-11-09 05:00:00,0,"0","0",0,70,"84","102",853333.333333333,"0",23
"113",2000,1000,"D",53.6100519609262,3.77461529316675,0,0,2018-01-23 05:00:00,2018-02-09 05:00:00,2018-12-17 05:00:00,0,"0","0",0,114,"124","114",1173333.33333333,"0",23
"114",2000,1000,"H",58.5431135573392,4.44551513131819,0,0,2018-01-23 05:00:00,2018-02-10 05:00:00,2018-11-09 05:00:00,0,"0","0",0,91,"88","92",903333.333333333,"0",24
"115",2000,1000,"I",56.9093469526978,3.76308052671017,0,0,2018-01-23 05:00:00,2018-02-10 05:00:00,2018-12-17 05:00:00,0,"0","0",0,106,"123","109",1126666.66666667,"0",24
"116",2000,1000,"J",58.1629067126345,3.31342700501855,0,0,2018-01-23 05:00:00,2018-02-10 05:00:00,2018-12-17 05:00:00,0,"0","0",0,144,"132","136",1373333.33333333,"0",24
"117",2000,2000,"B",56.3610971814897,6.40518285319069,0,0,2018-01-23 05:00:00,2018-02-05 05:00:00,2018-04-04 00:00:00,0,"0","0",0,68,"60","62",633333.333333333,"0",19
"118",2000,2000,"C",49.9315042284233,3.24202006916246,0,0,2018-01-23 05:00:00,2018-02-05 05:00:00,2018-04-10 00:00:00,0,"0","0",0,46,"63","60",563333.333333333,"all counts from 4/10/18 used 7.97 uL sample volume instead of the usual 10 uL",19
"119",2000,2000,"D",59.6797352767663,2.31059382742809,0,0,2018-01-23 05:00:00,2018-02-07 05:00:00,2018-04-12 00:00:00,0,"0","0",0,83,"79","105",890000,"0",21
"120",2000,2000,"E",58.7118659091217,1.3306731074833,0,0,2018-01-23 05:00:00,2018-02-09 05:00:00,2019-07-27 00:00:00,0,"0","0",0,109,"125","142",1253333.33333333,"0",23
"121",2000,2000,"F",58.9427504516233,3.29146713892671,0,0,2018-01-23 05:00:00,2018-02-09 05:00:00,2018-05-04 00:00:00,0,"0","0",0,152,"144","155",1503333.33333333,"0",23
"122",2000,2000,"G",55.603419596985,6.81004312396175,0,0,2018-01-23 05:00:00,2018-02-10 05:00:00,2018-12-17 05:00:00,0,"0","0",0,127,"148","114",1296666.66666667,"0",24
"123",2000,2000,"H",59.3168318710979,3.58976324302434,0,0,2018-01-23 05:00:00,2018-02-10 05:00:00,2019-12-17 05:00:00,0,"0","0",0,83,"97","83",876666.666666667,"0",24
"124",2000,2000,"I",0,0,5.59761890701781,0.44760896190532,2018-01-23 05:00:00,2018-02-15 05:00:00,2018-11-13 05:00:00,115,"106","97",1060000,0,"0","0",0,"0",29
"125",2000,250,"A",54.9575445785395,4.25555915658672,0,0,2018-01-23 05:00:00,2018-02-03 05:00:00,2018-03-28 00:00:00,0,"0","0",0,53,"59","50",540000,"0",17
"126",2000,250,"B",60.4089024609959,3.71231479025748,0,0,2018-01-23 05:00:00,2018-02-05 05:00:00,2018-04-10 00:00:00,0,"0","0",0,59,"42","64",550000,"all counts from 4/10/18 used 7.97 uL sample volume instead of the usual 10 uL",19
"127",2000,250,"D",55.2009450330256,7.48608900262756,0,0,2018-01-23 05:00:00,2018-02-08 05:00:00,2018-07-17 00:00:00,0,"0","0",0,113,"123","113",1163333.33333333,"0",22
"128",2000,250,"F",57.9769350482345,4.67200514624755,5.1268339378628,0.447059017487333,2018-01-23 05:00:00,2018-02-10 05:00:00,2018-11-26 05:00:00,8,"6","7",70000,108,"87","114",1030000,"0",24
"129",2000,250,"I",61.1957227573354,2.88755496787265,0,0,2018-01-23 05:00:00,2018-02-12 05:00:00,2018-11-13 05:00:00,0,"0","0",0,99,"136","118",1176666.66666667,"0",26
"130",2000,5,"A",0,0,5.54105235604188,0.252506955554372,2018-01-23 05:00:00,2018-02-15 05:00:00,2018-11-27 05:00:00,117,"123","108",1160000,0,"0","0",0,"0",29
"131",2000,5,"B",0,0,5.30753935007605,0.191116927984953,2018-01-23 05:00:00,2018-02-17 05:00:00,2018-11-28 05:00:00,126,"130","148",1346666.66666667,0,"0","0",0,"0",31
"132",2000,5,"E",0,0,5.57453565362709,0.312011378810498,2018-01-23 05:00:00,2018-02-23 05:00:00,2018-12-04 05:00:00,38,"37","57",440000,0,"0","0",0,"0",36.4375
"133",2000,50,"A",54.6894421985825,4.27880872092411,0,0,2018-01-23 05:00:00,2018-02-02 05:00:00,2018-03-28 00:00:00,0,"0","0",0,3,"0","5",26666.6666666667,"counted immature spores",16
"134",2000,50,"G",0,0,5.39612843858913,0.199489678776488,2018-01-23 05:00:00,2018-02-23 05:00:00,2018-12-21 05:00:00,224,"265","250",2463333.33333333,0,"0","0",0,"0",36.4375
"135",2000,500,"A",56.9883614327743,2.20278843855691,0,0,2018-01-23 05:00:00,2018-02-02 05:00:00,2018-03-22 00:00:00,0,"0","0",0,33,"25","43",336666.666666667,"0",16
"136",2000,500,"B",54.3723099883984,4.18518963567232,0,0,2018-01-23 05:00:00,2018-02-05 05:00:00,2018-04-04 00:00:00,0,"0","0",0,93,"120","131",1146666.66666667,"0",19
"137",2000,500,"C",55.7283452535723,2.01443821234646,0,0,2018-01-23 05:00:00,2018-02-05 05:00:00,2018-04-10 00:00:00,0,"0","0",0,57,"46","83",620000,"all counts from 4/10/18 used 7.97 uL sample volume instead of the usual 10 uL",19
"138",2000,500,"D",57.6343035780552,2.37289676088819,0,0,2018-01-23 05:00:00,2018-02-05 05:00:00,2018-04-10 00:00:00,0,"0","0",0,55,"50","65",566666.666666667,"all counts from 4/10/18 used 7.97 uL sample volume instead of the usual 10 uL",19
"139",2000,500,"E",59.7983174556652,4.56786677123643,0,0,2018-01-23 05:00:00,2018-02-08 05:00:00,2018-04-27 00:00:00,0,"0","0",0,117,"88","110",1050000,"0",22
"140",2000,500,"G",37.6273078001466,25.8039712955216,5.22169412105758,0.115923231282562,2018-01-23 05:00:00,2018-02-09 05:00:00,2018-11-29 05:00:00,15,"31","5",170000,85,"105","105",983333.333333333,"0",23
"141",4000,0,"C",0,0,5.54541810721107,0.244225466056076,2018-01-23 05:00:00,2018-03-09 05:00:00,2018-11-30 05:00:00,14,"13","15",140000,0,"0","0",0,"0",50.4375
"142",4000,0,"D",0,0,5.64822876359331,0.15892798044315,2018-01-23 05:00:00,2018-02-27 05:00:00,2018-12-21 05:00:00,51,"74","51",586666.666666667,0,"0","0",0,"0",40.4375
"143",4000,0,"E",0,0,5.7762097082978,0.304144009001644,2018-01-23 05:00:00,2018-02-19 05:00:00,2018-12-21 05:00:00,76,"65","62",676666.666666667,0,"0","0",0,"0",33
"144",4000,1000,"A",57.5322042568232,1.76187130698059,0,0,2018-01-23 05:00:00,2018-02-08 05:00:00,2018-11-09 05:00:00,0,"0","0",0,55,"50","48",510000,"0",22
"145",4000,1000,"C",59.7719854798654,2.14584420618221,0,0,2018-01-23 05:00:00,2018-02-10 05:00:00,2018-11-13 05:00:00,0,"0","0",0,93,"98","212",1343333.33333333,"0",24
"146",4000,1000,"D",59.1453888096207,3.82453017969402,5.29846502595469,0.331040724089677,2018-01-23 05:00:00,2018-02-10 05:00:00,2018-11-30 05:00:00,89,"72","69",766666.666666667,131,"121","144",1320000,"0",24
"147",4000,1000,"H",57.5167577893607,2.78887146418567,0,0,2018-01-23 05:00:00,2018-02-12 05:00:00,2018-11-30 05:00:00,0,"0","0",0,76,"66","71",710000,"0",26
"148",4000,2000,"A",59.2991033542047,3.47311513704597,0,0,2018-01-23 05:00:00,2018-02-06 05:00:00,2018-04-11 00:00:00,0,"0","0",0,88,"53","84",750000,"0",20
"149",4000,2000,"C",58.3958769107833,3.33878662549911,0,0,2018-01-23 05:00:00,2018-02-09 05:00:00,2018-07-17 00:00:00,0,"0","0",0,71,"61","76",693333.333333333,"0",23
"150",4000,2000,"D",59.3985538545511,3.04873189156106,5.44956037004113,0.374455363007375,2018-01-23 05:00:00,2018-02-09 05:00:00,2019-12-13 05:00:00,3,"0","6",30000,99,"103","125",1090000,"0",23
"151",4000,2000,"E",57.1370371257912,1.55712274838527,4.62377536176927,0.366085659126276,2018-01-23 05:00:00,2018-02-10 05:00:00,2018-11-16 05:00:00,42,"54","35",436666.666666667,97,"94","93",946666.666666667,"0",24
"152",4000,2000,"G",59.6543031934294,2.56983068126622,4.76041926213467,0.375767920284369,2018-01-23 05:00:00,2018-02-12 05:00:00,2018-11-15 05:00:00,44,"30","30",346666.666666667,90,"83","104",923333.333333333,"0",26
"153",4000,2000,"I",0,0,5.50258439853424,0.24118584063063,2018-01-23 05:00:00,2018-02-25 05:00:00,2018-12-18 05:00:00,9,"16","15",133333.333333333,0,"0","0",0,"0",38.4375
"154",4000,2000,"J",0,0,5.54359473345132,0.299985935738817,2018-01-23 05:00:00,2018-02-20 05:00:00,2018-12-21 05:00:00,40,"35","53",426666.666666667,0,"0","0",0,"0",34
"155",4000,250,"A",56.0781167714233,5.07093353984256,5.2236033887896,0.872309429130013,2018-01-23 05:00:00,2018-02-02 05:00:00,2018-03-22 00:00:00,0,"0","0",0,58,"40","54",506666.666666667,"0",16
"156",4000,250,"B",59.045980068982,2.16639817776704,0,0,2018-01-23 05:00:00,2018-02-08 05:00:00,2018-11-09 05:00:00,5,"3","6",46666.6666666667,134,"99","178",1370000,"0",22
"157",4000,250,"C",54.5451419010358,5.47592534794088,0,0,2018-01-23 05:00:00,2018-02-08 05:00:00,2018-04-27 00:00:00,0,"0","0",0,145,"146","129",1400000,"0",22
"158",4000,250,"E",58.9826274406467,1.89201357939386,0,0,2018-01-23 05:00:00,2018-02-10 05:00:00,2018-05-04 00:00:00,0,"0","0",0,122,"109","NA",1155000,"0",24
"159",4000,250,"G",59.1016460610852,4.64726115195985,5.2508449502104,0.432156210392633,2018-01-23 05:00:00,2018-02-10 05:00:00,2018-07-18 00:00:00,30,"24","23",256666.666666667,89,"134","117",1133333.33333333,"0",24
"160",4000,250,"H",57.3495039571527,1.82283519379104,0,0,2018-01-23 05:00:00,2018-02-10 05:00:00,2018-07-17 00:00:00,0,"0","0",0,87,"72","84",810000,"0",24
"161",4000,250,"I",60.1009663421189,2.29722202263657,0,0,2018-01-23 05:00:00,2018-02-13 05:00:00,2018-11-16 05:00:00,0,"0","0",0,122,"95","136",1176666.66666667,"0",27
"162",4000,250,"J",0,0,5.68050516674105,0.379500654655227,2018-01-23 05:00:00,2018-02-15 05:00:00,2018-11-15 05:00:00,351,"373","392",3720000,0,"0","0",0,"0",29
"163",4000,5,"C",57.1146674948223,7.01051569774773,0,0,2018-01-23 05:00:00,2018-02-13 05:00:00,2019-11-16 05:00:00,0,"0","0",0,125,"113","110",1160000,"0",27
"164",4000,5,"D",0,0,5.29093867219667,0.213803010599577,2018-01-23 05:00:00,2018-02-17 05:00:00,2018-11-28 05:00:00,264,"278","263",2683333.33333333,0,"0","0",0,"0",31
"165",4000,50,"A",50.6063327854518,7.37693954161829,0,0,2018-01-23 05:00:00,2018-02-02 05:00:00,2018-03-22 00:00:00,0,"0","0",0,34,"28","33",316666.666666667,"0",16
"166",4000,50,"C",0,0,5.69513305682294,0.348888991961969,2018-01-23 05:00:00,2018-02-15 05:00:00,2018-11-13 05:00:00,202,"186","174",1873333.33333333,0,"0","0",0,"0",29
"167",4000,50,"D",0,0,5.40287130425969,0.338685612293105,2018-01-23 05:00:00,2018-02-16 05:00:00,2019-11-28 05:00:00,166,"160","149",1583333.33333333,0,"0","0",0,"0",30
"168",4000,50,"F",0,0,5.35636846958354,0.349661772723227,2018-01-23 05:00:00,2018-03-12 00:00:00,2018-12-04 05:00:00,3,"12","7",73333.3333333333,0,"0","0",0,"0",53.4375
"169",4000,50,"G",0,0,5.45898026515852,0.259988333489621,2018-01-23 05:00:00,2018-02-17 05:00:00,2018-12-21 05:00:00,109,"54","41",680000,0,"0","0",0,"0",31
"170",4000,500,"A",59.4497384595908,1.45335178617742,0,0,2018-01-23 05:00:00,2018-02-03 05:00:00,2018-03-28 00:00:00,0,"0","0",0,36,"37","35",360000,"0",17
"171",4000,500,"B",54.9200733215451,2.56996025138198,0,0,2018-01-23 05:00:00,2018-02-08 05:00:00,2018-07-18 00:00:00,0,"0","0",0,160,"155","161",1586666.66666667,"0",22
"172",4000,500,"C",58.5541422803804,3.66833078584835,0,0,2018-01-23 05:00:00,2018-02-09 05:00:00,2019-07-18 00:00:00,0,"0","0",0,122,"135","117",1246666.66666667,"0",23
"173",4000,500,"G",59.7293957707209,4.42098069857899,5.26356530129584,0.400120354394621,2018-01-23 05:00:00,2018-02-10 05:00:00,2018-11-12 05:00:00,1,"7","29",123333.333333333,76,"79","136",970000,"0",24
"174",4000,500,"H",59.1909576402622,2.08413819825159,0,0,2018-01-23 05:00:00,2018-02-10 05:00:00,2019-11-26 05:00:00,0,"0","0",0,101,"84","83",893333.333333333,"0",24
"175",4000,500,"J",0,0,5.24608353227284,0.214069035998307,2018-01-23 05:00:00,2018-03-06 05:00:00,2018-12-03 05:00:00,28,"25","27",266666.666666667,0,"0","0",0,"0",47.4375
"176",8000,0,"B",59.1933399845258,2.741076492087,5.64593289261205,0.182650477296919,2018-01-23 05:00:00,2018-02-12 05:00:00,2018-11-16 05:00:00,2,"0","0",6666.66666666667,9,"0","0",30000,"0",26
"177",8000,0,"D",0,0,5.38494057208093,0.29282034943628,2018-01-23 05:00:00,2018-03-26 00:00:00,2018-12-13 05:00:00,332,"284","242",2860000,0,"0","0",0,"0",69.875
"178",8000,0,"E",0,0,5.40608350735367,0.351500541334404,2018-01-23 05:00:00,2018-02-19 05:00:00,2018-12-18 05:00:00,100,"98","75",910000,0,"0","0",0,"0",33
"179",8000,1000,"A",56.0227463110313,1.53582985956572,0,0,2018-01-23 05:00:00,2018-02-05 05:00:00,2018-04-26 00:00:00,0,"0","0",0,94,"103","107",1013333.33333333,"Hardcopy missing?",19
"180",8000,1000,"B",55.3714400620637,2.99637199437262,0,0,2018-01-23 05:00:00,2018-02-06 05:00:00,2018-04-11 00:00:00,0,"0","0",0,75,"62","89",753333.333333333,"0",20
"181",8000,1000,"H",0,0,5.6270136421649,0.453296081473105,2018-01-23 05:00:00,2018-02-17 05:00:00,2018-12-21 05:00:00,2,"1","2",16666.6666666667,0,"0","0",0,"0",31
"182",8000,2000,"B",56.2366245140718,3.63499183914225,0,0,2018-01-23 05:00:00,2018-02-02 05:00:00,2018-03-28 00:00:00,0,"0","0",0,34,"24","23",270000,"0",16
"183",8000,2000,"C",59.0659201622418,3.43313972444313,0,0,2018-01-23 05:00:00,2018-02-08 05:00:00,2018-04-27 00:00:00,0,"0","0",0,63,"69","61",643333.333333333,"0",22
"184",8000,2000,"D",58.7673268558369,3.06457185766593,5.65568254588898,0.581165644550241,2018-01-23 05:00:00,2018-02-09 05:00:00,2019-11-12 05:00:00,3,"3","11",56666.6666666667,101,"97","104",1006666.66666667,"0",23
"185",8000,2000,"E",57.2883526918844,4.1168339220656,0,0,2018-01-23 05:00:00,2018-02-10 05:00:00,2018-05-04 00:00:00,0,"0","0",0,128,"83","66",923333.333333333,"0",24
"186",8000,2000,"G",0,0,5.78313939624631,0.307194858766163,2018-01-23 05:00:00,2018-02-19 05:00:00,2018-12-06 05:00:00,12,"17","10",130000,0,"0","0",0,"0",33
"187",8000,2000,"H",0,0,5.56018785764083,0.286751368432218,2018-01-23 05:00:00,2018-03-21 00:00:00,2018-11-30 05:00:00,5,"7","4",53333.3333333333,0,"0","0",0,"0",62.4375
"188",8000,2000,"I",0,0,5.63458851555778,0.302076675872343,2018-01-23 05:00:00,2018-02-19 05:00:00,2018-12-04 05:00:00,33,"28","35",320000,0,"0","0",0,"0",33
"189",8000,250,"D",59.1672385295368,2.49597894629631,0,0,2018-01-23 05:00:00,2018-02-05 05:00:00,2018-04-11 00:00:00,0,"0","0",0,53,"56","59",560000,"0",19
"190",8000,250,"E",58.3010494602412,2.3974041110328,0,0,2018-01-23 05:00:00,2018-02-09 05:00:00,2018-12-18 05:00:00,0,"0","0",0,67,"56","41",546666.666666667,"0",23
"191",8000,250,"G",0,0,5.79814951651505,0.222110962849015,2018-01-23 05:00:00,2018-02-15 05:00:00,2018-07-17 00:00:00,63,"58","88",696666.666666667,1,"0","1",6666.66666666667,"0",29
"192",8000,250,"H",0,0,5.89090951207219,0.372228048514143,2018-01-23 05:00:00,2018-02-17 05:00:00,2019-11-15 05:00:00,29,"42","35",353333.333333333,0,"0","0",0,"0",31
"193",8000,5,"A",0,0,5.64376031825082,0.419724090219396,2018-01-23 05:00:00,2018-02-17 05:00:00,2019-11-12 05:00:00,290,"302","298",2966666.66666667,0,"0","0",0,"0",31
"194",8000,5,"B",0,0,5.18743691370171,0.29508716961705,2018-01-23 05:00:00,2018-02-17 05:00:00,2018-12-03 05:00:00,25,"12","27",213333.333333333,0,"0","0",0,"0",31
"195",8000,5,"D",0,0,5.59247889100307,0.363530892651334,2018-01-23 05:00:00,2018-02-25 05:00:00,2018-12-03 05:00:00,6,"12","10",93333.3333333333,0,"0","0",0,"0",38.4375
"196",8000,5,"F",0,0,5.49205469143671,0.345046439460643,2018-01-23 05:00:00,2018-03-12 00:00:00,2018-12-13 05:00:00,30,"34","42",353333.333333333,0,"0","0",0,"0",53.4375
"197",8000,50,"C",0,0,5.52430681490389,0.305778817889389,2018-01-23 05:00:00,2018-02-16 05:00:00,2018-11-28 05:00:00,110,"88","116",1046666.66666667,0,"0","0",0,"0",30
"198",8000,50,"D",0,0,5.50145959158319,0.308716647974958,2018-01-23 05:00:00,2018-02-17 05:00:00,2018-11-28 05:00:00,225,"282","227",2446666.66666667,0,"0","0",0,"0",31
"199",8000,50,"E",0,0,5.48998927624954,0.288595329515421,2018-01-23 05:00:00,2018-03-21 00:00:00,2018-11-30 05:00:00,201,"203","198",2006666.66666667,0,"0","0",0,"0",62.4375
"200",8000,50,"F",0,0,5.54457189915671,0.247096418697543,2018-01-23 05:00:00,2018-03-21 00:00:00,2018-12-04 05:00:00,38,"37","57",440000,0,"0","0",0,"0",62.4375
"201",8000,500,"A",53.7949552722261,2.75696220120165,0,0,2018-01-23 05:00:00,2018-02-02 05:00:00,2018-03-28 00:00:00,0,"0","0",0,11,"8","11",1e+05,"0",16
"202",8000,500,"B",57.0577897649402,2.71943986635182,0,0,2018-01-23 05:00:00,2018-02-05 05:00:00,2018-04-10 00:00:00,0,"0","0",0,49,"59","59",556666.666666667,"all counts from 4/10/18 used 7.97 uL sample volume instead of the usual 10 uL",19
"203",8000,500,"D",57.7245660568337,5.31982851581465,0,0,2018-01-23 05:00:00,2018-02-06 05:00:00,2018-04-11 00:00:00,0,"0","0",0,74,"79","85",793333.333333333,"0",20
"204",8000,500,"E",60.3086779524423,2.55161385203405,0,0,2018-01-23 05:00:00,2018-02-09 05:00:00,2018-05-04 00:00:00,0,"0","0",0,94,"79","93",886666.666666667,"0",23
"205",8000,500,"F",0,0,5.26270715417519,0.638160236469906,2018-01-23 05:00:00,2018-02-09 05:00:00,2018-07-17 00:00:00,105,"81","82",893333.333333333,92,"85","168",1150000,"0",23
"206",8000,500,"G",57.6295205805765,3.94527887030332,5.45627424220247,0.243972858029689,2018-01-23 05:00:00,2018-02-09 05:00:00,2018-11-12 05:00:00,2,"4","1",23333.3333333333,113,"101","112",1086666.66666667,"0",23
